DBN,female_percent,male_percent,poverty_percent,avg_home_value_sqft,district_admin_code,grade8_english,grade8_math,regents_algebra,regents_english,regents_history_global,regents_living_environ,sat_reading,sat_math,sat_writing,college_readiness_index,cuny_2yr,cuny_4yr,college_career_readiness_index,enrollment,graduation_rate,college_nys_private,college_nys_public,college_out_of_state,asian_percent,black_percent,ell_percent,hispanic_percent,self-contained_percent,disability_percent,white_percent,cte_percent,arts_percent,ap_exams_percent_scoring_3plus,act_percent_took_exam,sat_percent_took_exam,post-secondary_enroll_rate,student_attendance_rate,school_environment_survey,teacher_attendance,principal_year_exp,zip_code,dropouts_percent,major_crimes,violation_offenses,school_day_length,sat_score_overall,regents_score_overall,population_diversity,grade8_proficiency,all_crime,label
1515K497,0.527897000313,0.472102999687,0.729613721371,1030.66666667,15.0,2.35,2.27,56.0,66.0,56.0,61.0,406.0,417.0,394.0,0.206,0.239,0.227,0.286,466.0,0.651,0.034,0.023,0.034,0.042,0.479,0.093,0.363,0.034,0.135,0.099,0.0,0.0,0.048,0.143,0.651,0.557,0.867,0.73,0.963,2.8,11201.0,0.080645161,1500.0,1013.0,405.0,1217.0,239.0,0.385780030612,4.62,2513.0,0
1515K519,0.481543630362,0.518456399441,0.874161064625,1030.66666667,15.0,2.31,2.15,61.0,68.0,57.0,61.0,420.0,416.0,402.0,0.184,0.083,0.223,0.546,596.0,0.794,0.017,0.05,0.017,0.045,0.638,0.091,0.25,0.079,0.213,0.044,0.0,0.0,0.05,0.021,0.553,0.405,0.828,0.79,0.962,4.8,11201.0,0.064285714,1500.0,1013.0,420.0,1238.0,247.0,0.496061408297,4.46,2513.0,0
1515K592,0.425287365913,0.574712634087,1.0,948.333333333,15.0,2.21,2.07,62.0,67.0,64.0,66.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,174.0,0.738,0.058,0.075,0.029,0.155,0.483,0.328,0.063,0.017,0.178,0.276,0.0,0.0,0.045,0.04,0.632,0.514,0.898,0.89,0.967,3.8,11217.0,0.0752283935,1500.0,1013.0,420.0,1221.5,259.0,0.353534570453,4.28,2513.0,0
1515K656,0.72413790226,0.275862067938,0.718390822411,948.333333333,15.0,2.61,2.41,67.0,77.0,68.0,70.0,441.0,439.0,436.0,0.403,0.091,0.212,0.371,870.0,0.927,0.073,0.109,0.091,0.017,0.703,0.013,0.225,0.03,0.116,0.02,0.0,0.0,0.129,0.065,0.806,0.6,0.911,0.75,0.973,7.0,11217.0,0.016129,1500.0,1013.0,405.0,1316.0,282.0,0.58581223657,5.02,2513.0,0
1515K667,0.46136534214,0.53863465786,0.786946713924,623.5,15.0,2.26,2.2,66.0,72.0,60.0,65.0,380.0,398.0,381.0,0.181,0.19,0.247,0.222,1333.0,0.67,0.071,0.051,0.007,0.073,0.085,0.164,0.773,0.052,0.22,0.068,0.0,0.0,0.111,0.003,0.616,0.576,0.855,0.84,0.96,0.8,11232.0,0.066455696,1664.0,1104.0,405.0,1159.0,263.0,0.615938260583,4.46,2768.0,0
1515K684,0.570671379566,0.429328620434,0.402826845646,907.75,15.0,3.28,2.98,72.0,90.0,83.0,84.0,551.0,553.0,539.0,0.717,0.164,0.122,0.655,566.0,0.947,0.058,0.075,0.029,0.095,0.26,0.005,0.272,0.004,0.11,0.311,0.0,0.0,0.292,0.0,0.796,0.514,0.939,0.89,0.975,4.0,11215.0,0.0088496,2322.0,1673.0,390.0,1643.0,329.0,0.281106650724,6.26,3995.0,1
1516K393,0.467391312122,0.532608687878,0.804347813129,462.666666667,16.0,2.21,1.95,62.0,71.0,57.0,55.0,409.5,410.0,402.0,0.107,0.029,0.176,0.214,92.0,0.714,0.088,0.059,0.029,0.011,0.826,0.011,0.141,0.13,0.348,0.011,0.0,0.0,0.0,0.0,0.429,0.382,0.789,0.9,0.972,4.6,11221.0,0.0357143,1153.0,878.0,380.0,1221.5,245.0,0.718110540516,4.16,2031.0,0
1516K455,0.345679014921,0.654321014881,0.722222208977,444.083333333,16.0,2.14,2.02,63.0,71.0,64.0,62.0,392.0,399.0,394.0,0.101,0.049,0.07,0.17,648.0,0.5,0.049,0.043,0.046,0.009,0.872,0.049,0.086,0.127,0.259,0.017,0.0,0.0,0.021,0.021,0.356,0.261,0.784,0.82,0.968,3.9,11213.0,0.277777778,1153.0,878.0,420.0,1185.0,260.0,0.793333581202,4.16,2031.0,0
1516K498,0.38422819972,0.615771830082,0.832214772701,462.666666667,16.0,2.38,2.21,60.0,72.0,65.0,71.0,401.0,395.0,383.0,0.127,0.127,0.215,0.209,596.0,0.727,0.063,0.051,0.025,0.025,0.711,0.027,0.238,0.018,0.171,0.012,0.0,0.0,0.091,0.182,0.627,0.519,0.902,0.73,0.971,0.8,11221.0,0.0458716,2322.0,1673.0,420.0,1179.0,268.0,0.579033445931,4.59,3995.0,0
1516K594,0.584070801735,0.415929198265,1.0,468.0,16.0,2.3,2.11,65.0,76.0,64.0,67.0,396.0,377.0,386.0,0.293,0.172,0.121,0.08,226.0,0.573,0.034,0.138,0.034,0.009,0.819,0.018,0.146,0.009,0.235,0.013,0.0,0.0,0.0,0.013,0.507,0.517,0.777,0.8,0.963,8.0,11233.0,0.12,1153.0,878.0,390.0,1159.0,272.0,0.710684696393,4.41,2031.0,0
1516K688,0.414473682642,0.585526287556,1.0,462.666666667,16.0,2.11,2.03,60.0,67.0,57.0,62.0,382.0,395.0,391.0,0.351,0.02,0.098,0.541,152.0,0.622,0.039,0.039,0.039,0.059,0.717,0.112,0.204,0.059,0.303,0.02,0.0,0.0,0.0,0.0,0.459,0.235,0.805,0.81,0.974,2.8,11221.0,0.222222222,2322.0,1673.0,417.0,1168.0,246.0,0.559586,4.14,3995.0,0
1516K765,0.403225809336,0.596774220467,0.56451612711,444.083333333,16.0,2.19,2.16,53.0,71.0,64.0,52.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,124.0,0.738,0.058,0.075,0.029,0.0,0.863,0.016,0.105,0.048,0.21,0.024,0.0,0.0,0.045,0.04,0.632,0.514,0.855,0.78,0.968,1.0,11213.0,0.0752283935,1153.0,878.0,450.0,1221.5,240.0,0.768618707726,4.35,2031.0,0
1517K122,0.29680365324,0.70319634676,0.682648420334,444.083333333,17.0,2.49,2.31,67.0,69.0,60.0,59.0,442.0,446.0,410.0,0.653,0.164,0.122,0.837,438.0,0.724,0.058,0.075,0.029,0.03,0.856,0.021,0.091,0.005,0.155,0.007,0.0,0.0,0.0,0.0,0.694,0.514,0.922,0.83,0.983,4.0,11213.0,0.0,2322.0,1673.0,495.0,1298.0,255.0,0.766291146143,4.8,3995.0,1
1517K382,0.421782165766,0.578217804432,0.798019826412,453.583333333,17.0,2.22,2.09,62.0,70.0,59.0,63.0,397.0,386.0,393.0,0.155,0.217,0.174,0.214,505.0,0.592,0.076,0.033,0.022,0.017,0.846,0.064,0.123,0.008,0.196,0.008,0.0,0.0,0.029,0.0,0.573,0.522,0.826,0.75,0.966,5.0,11226.0,0.049505,1153.0,878.0,450.0,1176.0,254.0,0.740051981912,4.31,2031.0,0
1517K408,0.540350854397,0.459649115801,0.933333337307,453.583333333,17.0,2.14,1.98,63.0,64.0,52.0,61.0,385.0,374.0,375.0,0.114,0.056,0.141,0.114,285.0,0.633,0.028,0.085,0.042,0.035,0.846,0.158,0.102,0.018,0.232,0.011,0.0,0.0,0.0,0.114,0.62,0.38,0.825,0.74,0.966,9.0,11226.0,0.075,1153.0,878.0,405.0,1134.0,240.0,0.736274791607,4.12,2031.0,0
1517K524,0.422705322504,0.577294707298,1.0,526.666666667,17.0,1.79,2.02,64.0,58.0,64.0,67.0,302.0,344.0,300.0,0.135,0.184,0.145,0.087,414.0,0.692,0.026,0.026,0.026,0.184,0.29,0.874,0.389,0.005,0.072,0.133,0.0,0.0,0.0,0.183,0.817,0.434,0.871,0.89,0.959,5.4,11225.0,0.067307692,1153.0,878.0,405.0,946.0,253.0,0.2892755762,3.81,2031.0,0
1517K528,0.475609749556,0.524390220642,0.845528483391,526.666666667,17.0,2.22,2.05,62.0,56.0,51.0,55.0,386.0,377.0,375.0,0.143,0.153,0.141,0.222,246.0,0.587,0.035,0.035,0.024,0.016,0.821,0.146,0.13,0.008,0.154,0.028,0.0,0.0,0.0,0.016,0.619,0.4,0.874,0.84,0.981,4.9,11225.0,0.213114754,3751.0,2207.0,420.0,1138.0,224.0,0.698953056741,4.27,5958.0,0
1517K531,0.51415091753,0.485849052668,0.853773593903,270.5,17.0,2.32,2.19,64.0,71.0,62.0,59.0,411.0,398.0,400.0,0.216,0.185,0.092,0.5,424.0,0.811,0.123,0.046,0.015,0.014,0.907,0.052,0.065,0.003,0.175,0.01,0.0,0.0,0.014,0.0,0.608,0.462,0.913,0.86,0.958,8.0,11203.0,0.0410959,3751.0,2207.0,420.0,1209.0,256.0,0.833827276979,4.51,5958.0,0
1517K533,0.448275864124,0.551724135876,0.802507817745,270.5,17.0,2.25,2.14,56.0,66.0,61.0,63.0,385.0,386.0,390.0,0.07,0.139,0.125,0.209,319.0,0.535,0.014,0.083,0.042,0.008,0.876,0.054,0.074,0.019,0.236,0.023,0.0,0.0,0.0,0.0,0.535,0.403,0.799,0.77,0.968,3.8,11203.0,0.107142857,3751.0,2207.0,410.0,1161.0,246.0,0.803695286904,4.39,5958.0,0
1517K537,0.3984375,0.6015625,0.830729186535,453.583333333,17.0,2.2,2.05,67.0,67.0,55.0,65.0,382.0,360.0,359.0,0.105,0.076,0.217,0.347,384.0,0.8,0.033,0.098,0.043,0.023,0.854,0.073,0.089,0.008,0.234,0.021,0.0,0.0,0.021,0.042,0.632,0.489,0.886,0.8,0.969,10.3,11226.0,0.084210526,3751.0,2207.0,420.0,1101.0,254.0,0.757781247402,4.25,5958.0,0
1517K539,0.328089892864,0.671910107136,0.743820250034,453.583333333,17.0,2.23,2.06,70.0,68.0,58.0,64.0,382.0,377.0,356.0,0.124,0.065,0.278,0.091,445.0,0.686,0.056,0.111,0.065,0.027,0.825,0.085,0.106,0.007,0.193,0.02,0.0,0.0,0.025,0.025,0.455,0.583,0.865,0.76,0.971,3.8,11226.0,0.102564103,3751.0,2207.0,460.0,1115.0,260.0,0.724518130988,4.29,5958.0,0
1517K543,0.509689927101,0.490310072899,0.782945752144,453.583333333,17.0,3.01,2.85,75.0,81.0,75.0,75.0,491.0,496.0,484.0,0.662,0.071,0.412,0.901,516.0,0.972,0.059,0.129,0.118,0.04,0.871,0.0,0.064,0.0,0.04,0.009,0.0,0.0,0.225,0.07,0.915,0.8,0.955,0.89,0.974,7.0,11226.0,0.0,3751.0,2207.0,405.0,1471.0,306.0,0.789479228634,5.86,5958.0,1
1517K544,0.666666686535,0.333333343267,0.75,391.916666667,2.0,2.71,2.61,65.0,71.0,64.0,67.0,409.5,410.0,402.0,0.167,0.167,0.133,0.111,12.0,0.667,0.083,0.05,0.0,0.083,0.75,0.0,0.167,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.556,0.45,0.937,1.0,0.969,3.3,10457.0,0.0752283935,1500.0,855.0,420.0,1221.5,267.0,0.597278,5.32,2355.0,0
1517K546,0.674008786678,0.325991183519,0.828193843365,270.5,17.0,2.84,2.7,64.0,88.0,78.0,76.0,454.0,468.0,464.0,0.611,0.189,0.33,0.972,454.0,0.963,0.047,0.189,0.047,0.053,0.758,0.015,0.174,0.004,0.101,0.011,0.0,0.0,0.139,0.13,0.954,0.811,0.924,0.88,0.955,2.4,11203.0,0.0183486,3751.0,2207.0,405.0,1386.0,306.0,0.612661489331,5.54,5958.0,1
1517K547,0.397350996733,0.60264903307,0.783664464951,526.666666667,17.0,2.29,2.18,66.0,68.0,62.0,62.0,411.0,419.0,416.0,0.373,0.119,0.277,0.352,453.0,0.746,0.03,0.099,0.03,0.053,0.801,0.071,0.126,0.011,0.161,0.013,0.0,0.0,0.049,0.007,0.585,0.574,0.91,0.78,0.969,12.0,11225.0,0.071428571,3751.0,2207.0,465.0,1246.0,258.0,0.669799371025,4.47,5958.0,0
1517K548,0.691709816456,0.308290153742,0.847150266171,526.666666667,17.0,2.3,2.11,62.0,74.0,63.0,61.0,393.0,382.0,377.0,0.333,0.085,0.11,0.278,386.0,0.833,0.061,0.049,0.073,0.008,0.826,0.008,0.158,0.005,0.161,0.008,0.0,0.0,0.033,0.0,0.722,0.39,0.887,0.75,0.97,8.0,11225.0,0.117021277,3751.0,2207.0,410.0,1152.0,260.0,0.707368,4.41,5958.0,0
1517K590,0.551534235477,0.448465764523,0.712037742138,526.666666667,17.0,3.09,2.97,70.0,83.0,77.0,79.0,500.0,525.0,481.0,0.708,0.067,0.262,0.79,1271.0,0.954,0.111,0.089,0.218,0.029,0.909,0.006,0.033,0.005,0.042,0.006,0.0,0.0,0.365,0.059,0.89,0.76,0.944,0.79,0.97,13.9,11225.0,0.00456621,3751.0,2207.0,480.0,1506.0,309.0,0.867702290868,6.06,5958.0,1
1517K600,0.704469621181,0.295530349016,0.762508332729,526.666666667,17.0,2.37,2.21,58.0,73.0,60.0,65.0,424.0,408.0,407.0,0.198,0.146,0.307,0.417,1499.0,0.688,0.043,0.082,0.046,0.018,0.895,0.095,0.057,0.08,0.168,0.009,0.105,0.0,0.045,0.072,0.55,0.632,0.88,0.73,0.971,8.4,11225.0,0.0424242,3751.0,2207.0,435.0,1239.0,256.0,0.839570719533,4.58,5958.0,0
1517K745,0.513833999634,0.486166000366,0.873517811298,270.5,17.0,2.24,2.08,68.0,73.0,70.0,71.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,253.0,0.738,0.058,0.075,0.029,0.016,0.941,0.067,0.032,0.008,0.194,0.004,0.0,0.0,0.045,0.04,0.632,0.514,0.938,0.85,0.974,3.0,11203.0,0.0752283935,3751.0,2207.0,420.0,1221.5,282.0,0.899323461613,4.32,5958.0,0
1517K751,0.713136732578,0.286863267422,0.871313691139,444.083333333,17.0,2.39,2.24,66.0,70.0,60.0,64.0,405.0,406.0,396.0,0.123,0.129,0.226,0.086,373.0,0.728,0.0,0.097,0.032,0.016,0.855,0.027,0.088,0.032,0.139,0.008,0.0,0.0,0.0,0.012,0.481,0.484,0.844,0.76,0.963,5.0,11213.0,0.111111111,3751.0,2207.0,375.0,1207.0,260.0,0.790394283325,4.63,5958.0,0
1518K563,0.418727904558,0.581272065639,0.745583057404,270.5,18.0,2.39,2.24,63.0,76.0,69.0,68.0,374.0,364.0,361.0,0.185,0.122,0.378,0.748,566.0,0.924,0.163,0.041,0.061,0.005,0.903,0.196,0.057,0.007,0.129,0.011,0.0,0.0,0.017,0.185,0.622,0.786,0.918,0.82,0.968,8.0,11203.0,0.025,1286.0,946.0,480.0,1099.0,276.0,0.859568160441,4.63,2232.0,0
1518K566,0.402097910643,0.59790211916,0.755244731903,299.0,18.0,2.24,2.07,62.0,72.0,66.0,71.0,406.0,392.0,403.0,0.171,0.167,0.052,0.159,286.0,0.683,0.031,0.083,0.021,0.017,0.85,0.08,0.087,0.038,0.245,0.014,0.0,0.0,0.0,0.012,0.5,0.365,0.915,0.83,0.964,3.8,11236.0,0.097560976,945.0,631.0,410.0,1201.0,271.0,0.779653456048,4.31,1576.0,0
1518K567,0.658227860928,0.341772139072,0.840506315231,299.0,18.0,2.29,2.06,64.0,68.0,58.0,62.0,393.0,379.0,373.0,0.16,0.07,0.151,0.702,395.0,0.702,0.14,0.07,0.058,0.005,0.82,0.038,0.132,0.013,0.182,0.018,0.0,0.702,0.011,0.149,0.691,0.5,0.847,0.8,0.97,2.9,11236.0,0.086021505,945.0,631.0,413.0,1145.0,252.0,0.726020249836,4.35,1576.0,0
1518K569,0.404692083597,0.595307946205,0.724340200424,270.5,18.0,2.3,2.11,65.0,69.0,64.0,68.0,394.0,378.0,388.0,0.071,0.153,0.119,0.595,341.0,0.762,0.051,0.203,0.017,0.012,0.912,0.038,0.067,0.003,0.205,0.003,0.0,0.0,0.0,0.012,0.726,0.559,0.909,0.84,0.94,0.9,11203.0,0.072289157,1154.0,533.0,420.0,1160.0,266.0,0.846513689785,4.41,1687.0,0
1518K576,0.401812702417,0.598187327385,0.679758310318,299.0,18.0,2.32,2.14,63.0,67.0,55.0,60.0,408.0,386.0,402.0,0.091,0.117,0.143,0.221,331.0,0.727,0.026,0.156,0.039,0.009,0.888,0.018,0.063,0.003,0.199,0.012,0.0,0.0,0.13,0.026,0.727,0.494,0.909,0.89,0.971,8.0,11236.0,0.0526316,1154.0,533.0,420.0,1196.0,245.0,0.839067977442,4.46,1687.0,0
1518K589,0.530465960503,0.469534039497,0.817204296589,270.5,18.0,2.29,2.06,59.0,71.0,57.0,66.0,383.0,370.0,374.0,0.074,0.127,0.091,0.654,279.0,0.481,0.036,0.018,0.018,0.011,0.828,0.039,0.125,0.007,0.194,0.014,0.0,0.0,0.0,0.049,0.642,0.291,0.843,0.79,0.97,1.0,11203.0,0.15,1465.0,859.0,410.0,1127.0,253.0,0.733442483094,4.35,2324.0,0
1518K617,0.34983497858,0.65016502142,0.755775570869,299.0,18.0,2.2,2.06,66.0,68.0,62.0,62.0,410.0,390.0,397.0,0.273,0.121,0.227,0.636,303.0,0.803,0.03,0.121,0.03,0.013,0.858,0.059,0.096,0.023,0.198,0.026,0.621,0.0,0.03,0.136,0.591,0.53,0.868,0.85,0.957,7.0,11236.0,0.075757576,1465.0,859.0,435.0,1197.0,258.0,0.75678287793,4.26,2324.0,0
1518K629,0.424929171801,0.575070798397,0.730878174305,270.5,18.0,2.21,2.1,63.0,72.0,61.0,64.0,395.0,382.0,384.0,0.133,0.211,0.053,0.453,353.0,0.613,0.026,0.026,0.079,0.006,0.904,0.059,0.085,0.006,0.221,0.006,0.0,0.0,0.0,0.04,0.573,0.434,0.836,0.79,0.955,7.0,11203.0,0.081081081,1465.0,859.0,420.0,1161.0,260.0,0.822866444245,4.31,2324.0,0
1518K633,0.689814805984,0.310185194016,0.925925910473,299.0,18.0,2.51,2.34,65.0,72.0,66.0,63.0,427.0,404.0,424.0,0.146,0.21,0.193,0.155,432.0,0.951,0.084,0.101,0.059,0.028,0.819,0.023,0.132,0.0,0.141,0.002,0.0,0.0,0.0,0.019,0.602,0.647,0.918,0.81,0.97,1.8,11236.0,0.0291262,1465.0,859.0,420.0,1255.0,266.0,0.715919493828,4.85,2324.0,0
1518K637,0.389610379934,0.610389590263,0.779220759869,299.0,18.0,2.23,2.1,62.0,73.0,63.0,64.0,397.0,381.0,390.0,0.127,0.129,0.065,0.048,308.0,0.825,0.081,0.048,0.016,0.016,0.86,0.071,0.097,0.016,0.231,0.013,0.0,0.0,0.0,0.079,0.508,0.371,0.846,0.8,0.977,3.8,11236.0,0.096774194,1465.0,859.0,406.0,1168.0,262.0,0.770867191389,4.33,2324.0,0
1518K642,0.313915848732,0.686084151268,0.721682846546,299.0,18.0,2.22,2.09,58.0,68.0,56.0,57.0,396.0,362.0,393.0,0.051,0.096,0.145,0.077,309.0,0.603,0.072,0.012,0.012,0.029,0.79,0.107,0.123,0.039,0.201,0.042,0.0,0.0,0.0,0.0,0.449,0.386,0.836,0.8,0.966,2.0,11236.0,0.090909091,1725.0,964.0,430.0,1151.0,239.0,0.662876346751,4.31,2689.0,0
1519K404,0.65265083313,0.34734916687,0.758683741093,277.583333333,19.0,2.58,2.16,57.0,76.0,65.0,67.0,413.0,382.0,391.0,0.059,0.107,0.067,0.188,547.0,0.753,0.093,0.067,0.12,0.015,0.731,0.01,0.219,0.0,0.164,0.012,0.0,0.0,0.0,0.024,0.812,0.467,0.89,0.78,0.965,4.9,11208.0,0.070588235,1465.0,859.0,385.0,1186.0,265.0,0.610448713449,4.74,2324.0,0
1519K409,0.503131508827,0.49686846137,0.759916484356,290.833333333,19.0,2.51,2.48,64.0,78.0,61.0,67.0,451.0,464.0,421.0,0.319,0.182,0.236,0.319,479.0,0.87,0.0,0.109,0.0,0.022,0.676,0.025,0.295,0.0,0.144,0.004,0.0,0.0,0.101,0.087,0.667,0.545,0.88,0.8,0.982,1.6,11207.0,0.0,1465.0,859.0,420.0,1336.0,270.0,0.547782766554,4.99,2324.0,0
1519K502,0.237654328346,0.762345671654,0.848765432835,290.833333333,19.0,2.14,2.03,61.0,71.0,61.0,66.0,369.0,365.0,357.0,0.369,0.137,0.063,0.354,324.0,0.738,0.0,0.032,0.032,0.012,0.716,0.046,0.244,0.031,0.259,0.019,0.0,0.0,0.0,0.169,0.477,0.295,0.806,0.83,0.948,7.9,11207.0,0.125,1465.0,859.0,420.0,1091.0,259.0,0.583146400348,4.17,2324.0,0
1519K504,0.423197478056,0.576802492142,0.733542323112,290.833333333,19.0,2.15,1.99,60.0,56.0,59.0,59.0,373.0,391.0,376.0,0.17,0.065,0.048,0.179,319.0,0.679,0.016,0.032,0.04,0.003,0.74,0.078,0.229,0.009,0.285,0.019,0.0,0.0,0.009,0.009,0.264,0.21,0.754,0.87,0.97,8.8,11207.0,0.125,1286.0,946.0,435.0,1140.0,234.0,0.611366068583,4.14,2232.0,0
1519K507,0.571428596973,0.428571432829,0.923645317554,290.833333333,19.0,2.24,2.09,58.0,74.0,58.0,57.0,393.0,375.0,394.0,0.093,0.054,0.098,0.167,406.0,0.694,0.027,0.089,0.045,0.002,0.808,0.025,0.182,0.032,0.207,0.005,0.0,0.0,0.009,0.009,0.398,0.321,0.812,0.78,0.971,2.0,11207.0,0.0566038,1725.0,964.0,415.0,1162.0,247.0,0.690151698828,4.33,2689.0,0
1519K510,0.598591566086,0.401408463717,0.806338012218,290.833333333,19.0,2.2,2.08,61.0,65.0,57.0,62.0,389.0,380.0,384.0,0.102,0.075,0.159,0.307,284.0,0.682,0.019,0.047,0.019,0.025,0.757,0.113,0.19,0.011,0.236,0.014,0.0,0.0,0.011,0.0,0.409,0.355,0.812,0.78,0.976,1.7,11207.0,0.102272727,1698.0,675.0,375.0,1153.0,245.0,0.627414636555,4.28,2373.0,0
1519K583,0.480349332094,0.519650638103,0.965065479279,277.583333333,19.0,1.76,1.95,61.0,58.0,55.0,62.0,323.0,319.0,284.0,0.029,0.069,0.129,0.343,229.0,0.543,0.03,0.059,0.03,0.0,0.0,0.9,0.996,0.004,0.022,0.004,0.0,0.0,0.314,0.0,0.286,0.327,0.848,0.84,0.966,3.8,11208.0,0.376811594,1698.0,675.0,420.0,926.0,236.0,0.992032,3.71,2373.0,0
1519K615,0.139066785574,0.860933184624,0.745654165745,277.583333333,19.0,2.24,2.15,58.0,77.0,59.0,60.0,387.0,387.0,384.0,0.09,0.097,0.16,0.368,1093.0,0.577,0.015,0.097,0.019,0.061,0.636,0.048,0.272,0.068,0.236,0.013,0.252,0.0,0.013,0.017,0.372,0.39,0.856,0.74,0.955,1.8,11208.0,0.065502183,1185.0,616.0,375.0,1158.0,254.0,0.50021569514,4.39,1801.0,0
1519K618,0.200968518853,0.799031496048,0.796610176563,277.583333333,19.0,2.24,2.1,61.0,70.0,67.0,62.0,376.0,395.0,359.0,0.122,0.205,0.17,0.261,413.0,0.783,0.034,0.08,0.0,0.053,0.455,0.099,0.455,0.024,0.242,0.012,0.209,0.0,0.0,0.043,0.574,0.489,0.823,0.86,0.973,7.0,11208.0,0.0614035,1879.0,1487.0,405.0,1130.0,260.0,0.438661932939,4.34,3366.0,0
1519K639,0.365269452333,0.634730517864,0.832335352898,277.583333333,19.0,2.18,2.04,57.0,61.0,62.0,53.0,376.0,383.0,370.0,0.106,0.157,0.111,0.181,334.0,0.543,0.009,0.074,0.009,0.054,0.356,0.177,0.569,0.009,0.234,0.009,0.0,0.0,0.096,0.011,0.468,0.38,0.736,0.77,0.942,3.8,11208.0,0.247311828,1879.0,1487.0,409.0,1129.0,233.0,0.464576947663,4.22,3366.0,0
1519K659,0.448484838009,0.551515161991,0.845454573631,277.583333333,19.0,2.21,2.04,62.0,66.0,63.0,65.0,370.0,365.0,362.0,0.096,0.206,0.088,0.712,330.0,0.577,0.01,0.049,0.01,0.045,0.197,0.209,0.712,0.009,0.188,0.033,0.0,0.0,0.163,0.01,0.538,0.382,0.783,0.79,0.944,2.8,11208.0,0.192307692,1879.0,1487.0,410.0,1097.0,256.0,0.563420720635,4.25,3366.0,0
1519K660,0.713438749313,0.286561250687,0.859683811665,290.833333333,19.0,2.1,2.0,63.0,65.0,58.0,66.0,333.0,326.0,350.0,0.132,0.114,0.071,0.264,506.0,0.582,0.014,0.029,0.0,0.01,0.696,0.059,0.281,0.176,0.3,0.006,0.198,0.0,0.0,0.0,0.385,0.271,0.734,0.82,0.959,6.8,11207.0,0.153846154,1879.0,1487.0,427.0,1009.0,252.0,0.571485798373,4.1,3366.0,0
1519K683,0.633116900921,0.366883128881,0.889610409737,277.583333333,19.0,2.34,2.09,69.0,69.0,55.0,68.0,391.0,387.0,383.0,0.375,0.154,0.132,0.319,308.0,0.806,0.033,0.033,0.011,0.078,0.607,0.136,0.26,0.13,0.218,0.042,0.0,0.0,0.0,0.139,0.528,0.374,0.839,0.84,0.966,0.4,11208.0,0.084507042,1278.0,847.0,420.0,1161.0,261.0,0.455667343141,4.43,2125.0,0
1519K764,0.661290347576,0.338709682226,0.741935491562,277.583333333,19.0,2.45,2.2,60.0,71.0,64.0,74.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,62.0,0.738,0.058,0.075,0.029,0.113,0.403,0.097,0.323,0.0,0.097,0.048,0.0,0.0,0.045,0.04,0.632,0.514,0.888,0.76,0.98,1.0,11208.0,0.0752283935,1278.0,847.0,420.0,1221.5,269.0,0.358187727274,4.65,2125.0,0
1520K445,0.417241364717,0.58275860548,0.750287353992,452.083333333,20.0,2.42,2.55,70.0,71.0,70.0,75.0,422.0,488.0,417.0,0.353,0.165,0.274,0.436,3480.0,0.743,0.037,0.061,0.015,0.386,0.04,0.201,0.29,0.065,0.166,0.276,0.0,0.0,0.156,0.06,0.632,0.563,0.883,0.81,0.966,7.6,11214.0,0.071989529,1613.0,723.0,420.0,1327.0,286.0,0.315906282518,4.97,2336.0,0
1520K485,0.455981940031,0.544018030167,0.780285954475,555.25,20.0,2.56,2.59,68.0,74.0,68.0,75.0,440.0,475.0,445.0,0.571,0.179,0.346,0.805,1329.0,0.875,0.08,0.112,0.029,0.18,0.077,0.065,0.567,0.042,0.221,0.163,0.0,0.0,0.277,0.149,0.816,0.772,0.933,0.88,0.957,1.4,11220.0,0.0349854,1613.0,723.0,420.0,1360.0,285.0,0.39663241183,5.15,2336.0,0
1520K490,0.462717294693,0.537282705307,0.681610226631,536.916666667,20.0,2.63,2.69,70.0,77.0,71.0,72.0,456.0,513.0,451.0,0.476,0.097,0.31,0.538,4372.0,0.743,0.067,0.056,0.022,0.301,0.045,0.183,0.292,0.059,0.146,0.341,0.016,0.0,0.163,0.137,0.687,0.569,0.933,0.81,0.962,2.8,11209.0,0.106448311,1278.0,847.0,405.0,1420.0,290.0,0.306926560946,5.32,2125.0,0
1520K505,0.430434793234,0.569565236568,0.791304349899,457.75,20.0,2.34,2.38,72.0,73.0,69.0,77.0,411.0,504.0,407.0,0.362,0.171,0.236,0.577,3220.0,0.629,0.033,0.033,0.011,0.401,0.115,0.344,0.293,0.079,0.137,0.186,0.0,0.0,0.165,0.023,0.54,0.505,0.85,0.83,0.962,4.8,11204.0,0.115543329,1613.0,723.0,405.0,1322.0,291.0,0.297437943486,4.72,2336.0,0
1520K609,1.0,0.0,0.917338728905,457.75,20.0,2.55,2.38,62.0,82.0,79.0,71.0,413.0,428.0,417.0,0.448,0.154,0.385,0.493,496.0,0.896,0.077,0.138,0.015,0.465,0.175,0.102,0.204,0.003,0.137,0.15,0.0,0.0,0.194,0.119,0.836,0.785,0.908,0.88,0.967,8.0,11204.0,0.0447761,1510.0,1080.0,420.0,1258.0,294.0,0.314731447032,4.93,2590.0,0
