,act_percent_took_exam,asian_percent,black_percent,class_grad_year,college_career_readiness_index,college_nys_private,college_nys_public,college_out_of_state,college_readiness_index,cuny_2yr,cuny_4yr,dbn,disability_percent,district_admin_code,district_geo_code,dropouts_percent,ell_percent,enrollment,grade8_english,grade8_math,graduation_rate,hispanic_percent,male_percent,post-secondary_enroll_rate,poverty_percent,public_service,regents_algebra,regents_english,sat_math,sat_percent_took_exam,sat_reading,sat_score_overall,sat_writing,school_desc,school_environment_survey,self-contained_percent,student_attendance_rate,teacher_attendance,vocational_prog,white_percent,zip_code,school_day_length
13,0.048,0.05,0.21,2015,0.457,0.0,0.091,0.03,0.362,0.208,0.192,02M296,0.175,2.0,2.0,0.0194175,0.078,424.0,2.31,2.25,0.819,0.712,0.278301894665,0.556,0.886792480946,0.0,67.0,74.0,451.0,0.562,433.0,1308.0,424.0,General Academic,0.85,0.028,0.848,0.973,0.0,0.017,10019.0,405.0
14,0.633,0.137,0.281,2015,0.408,0.2,0.126,0.105,0.265,0.245,0.126,02M298,0.116,2.0,2.0,0.0102041,0.012,423.0,2.6,2.47,0.878,0.454,0.394799053669,0.758,0.806146562099,0.0,67.0,82.0,430.0,0.878,435.0,1292.0,427.0,General Academic,0.88,0.002,0.927,0.97,0.0,0.019,10002.0,375.0
15,0.018,0.06,0.295,2015,0.275,0.073,0.052,0.063,0.349,0.175,0.219,02M300,0.208,2.0,2.0,0.074074074,0.063,414.0,2.24,2.24,0.615,0.592,0.698067605495,0.531,0.794686019421,0.0,64.0,75.0,445.0,0.606,417.0,1265.0,403.0,General Academic,0.84,0.017,0.83,0.963,0.0,0.034,10019.0,435.0
16,0.052,0.017,0.273,2015,0.021,0.038,0.105,0.01,0.229,0.218,0.057,02M303,0.251,2.0,2.0,0.15625,0.195,406.0,2.17,2.09,0.667,0.675,0.529556632042,0.381,1.0,0.0,,64.0,366.0,0.573,356.0,1093.0,371.0,General Academic,0.9,0.002,0.83,0.952,0.0,0.022,10019.0,385.0
17,0.038,0.058,0.419,2015,0.256,0.033,0.217,0.067,0.244,0.187,0.2,02M305,0.188,2.0,2.0,0.025974,0.033,329.0,2.35,2.22,0.872,0.492,0.419452875853,0.783,0.808510661125,0.0,64.0,74.0,389.0,0.808,395.0,1165.0,381.0,General Academic,0.8,0.003,0.859,0.977,0.0,0.027,10002.0,433.0
18,0.128,0.086,0.282,2015,0.244,0.062,0.185,0.077,0.198,0.162,0.138,02M308,0.3,2.0,2.0,0.094117647,0.042,383.0,2.38,2.22,0.674,0.569,0.300261110067,0.646,1.0,0.0,66.0,77.0,418.0,0.651,428.0,1261.0,415.0,General Academic,0.79,0.026,0.897,0.969,0.0,0.031,10002.0,390.0
19,0.053,0.035,0.528,2015,0.434,0.13,0.16,0.06,0.316,0.247,0.13,02M316,0.185,2.0,2.0,0.0133333,0.044,405.0,2.3,2.19,0.763,0.393,0.0,0.6,0.797530889511,0.0,57.0,73.0,418.0,0.75,420.0,1255.0,417.0,General Academic,0.8,0.002,0.799,0.974,0.0,0.022,10004.0,415.0
20,0.133,0.036,0.425,2015,0.372,0.071,0.118,0.063,0.319,0.205,0.079,02M374,0.175,2.0,2.0,0.0530973,0.021,530.0,2.49,2.25,0.885,0.442,0.288679242134,0.433,0.699999988079,0.0,65.0,73.0,446.0,0.796,459.0,1360.0,455.0,General Academic,0.76,0.006,0.865,0.969,0.0,0.058,10003.0,435.0
21,0.29,0.086,0.199,2015,0.47,0.184,0.112,0.214,0.75,0.051,0.224,02M376,0.129,2.0,2.0,0.0,0.002,442.0,3.12,2.81,0.99,0.398,0.423076927662,0.806,0.443438917398,0.0,70.0,86.0,518.0,0.96,515.0,1536.0,503.0,General Academic,0.92,0.007,0.94,0.98,0.0,0.287,10013.0,420.0
22,0.02,0.034,0.281,2015,0.475,0.08,0.173,0.133,0.394,0.205,0.053,02M392,0.183,2.0,2.0,0.080808081,0.055,438.0,2.34,2.26,0.869,0.621,0.58675801754,0.627,0.767123281956,0.0,62.0,76.0,410.0,0.697,407.0,1216.0,399.0,General Academic,0.82,0.005,0.856,0.972,0.0,0.039,10011.0,405.0
23,0.169,0.022,0.354,2015,0.753,0.16,0.12,0.04,0.234,0.207,0.04,02M393,0.223,2.0,2.0,0.066666667,0.073,449.0,2.22,2.16,0.701,0.595,0.721603572369,0.51,1.0,0.0,63.0,70.0,395.0,0.675,386.0,1152.0,371.0,Career Technical,0.85,0.0,0.847,0.973,0.0,0.016,10019.0,400.0
24,0.071,0.311,0.204,2015,0.19,0.035,0.105,0.123,0.262,0.146,0.105,02M399,0.174,2.0,2.0,0.095238095,0.121,437.0,2.44,2.4,0.714,0.403,0.441647589207,0.456,0.846681892872,0.0,69.0,71.0,446.0,0.702,433.0,1290.0,411.0,General Academic,0.8,0.002,0.869,0.978,0.0,0.057,10003.0,450.0
25,0.159,0.151,0.147,2015,0.45,0.126,0.126,0.124,0.422,0.158,0.176,02M400,0.166,2.0,2.0,0.0523077,0.071,1301.0,2.6,2.55,0.817,0.629,0.495772480965,0.732,0.732513427734,0.0,63.0,73.0,469.0,0.74,454.0,1367.0,444.0,General Academic,0.84,0.049,0.891,0.971,0.003,0.066,10019.0,405.0
26,0.271,0.058,0.141,2015,0.314,0.132,0.197,0.171,0.429,0.159,0.079,02M407,0.062,2.0,2.0,0.0142857,0.0,482.0,2.87,2.38,0.929,0.149,0.518672227859,0.671,0.180497929454,0.0,,83.0,501.0,0.786,550.0,1592.0,541.0,General Academic,0.9,0.0,0.917,0.978,0.0,0.565,10003.0,420.0
27,0.299,0.025,0.262,2015,0.99,0.191,0.053,0.213,0.485,0.073,0.043,02M408,0.126,2.0,2.0,0.0,0.002,536.0,3.05,2.71,0.979,0.223,0.268656730652,0.596,0.305970162153,0.0,69.0,82.0,496.0,0.722,520.0,1532.0,516.0,General Academic,0.84,0.005,0.944,0.967,0.0,0.429,10036.0,435.0
28,0.276,0.548,0.062,2015,1.0,0.131,0.262,0.103,0.981,0.035,0.364,02M411,0.1,2.0,2.0,0.0,0.002,451.0,3.26,3.29,1.0,0.149,0.403547674417,0.907,0.592017710209,0.0,77.0,85.0,592.0,0.943,526.0,1649.0,531.0,General Academic,0.9,0.002,0.975,0.963,0.0,0.228,10010.0,390.0
29,0.411,0.276,0.06,2015,0.718,0.103,0.214,0.262,0.828,0.054,0.214,02M412,0.15,2.0,2.0,0.0,0.002,587.0,3.28,3.17,0.963,0.155,0.448040872812,0.81,0.33901193738,0.0,77.0,,595.0,0.798,550.0,1700.0,555.0,General Academic,0.89,0.0,0.942,0.964,0.0,0.46,10011.0,410.0
30,0.169,0.144,0.117,2015,0.989,0.156,0.167,0.122,0.899,0.154,0.144,02M413,0.148,2.0,2.0,0.0,0.005,713.0,3.05,2.77,0.966,0.304,0.492286115885,0.722,0.371668994427,0.0,,83.0,534.0,0.899,533.0,1589.0,522.0,General Academic,0.88,0.0,0.941,0.967,0.0,0.359,10010.0,395.0
31,0.182,0.342,0.127,2015,0.727,0.172,0.152,0.091,0.918,0.16,0.354,02M414,0.076,2.0,2.0,0.0,0.006,471.0,3.18,3.13,1.0,0.397,0.447983026505,0.828,0.719745218754,0.0,70.0,87.0,560.0,0.9,530.0,1612.0,522.0,General Academic,0.84,0.0,0.948,0.95,0.0,0.121,10011.0,390.0
32,0.225,0.201,0.044,2015,1.0,0.133,0.234,0.367,0.992,0.016,0.219,02M416,0.059,2.0,2.0,0.0,0.0,541.0,3.61,3.61,1.0,0.109,0.404805928469,0.953,0.240295752883,0.0,88.0,93.0,641.0,0.86,617.0,1889.0,631.0,General Academic,0.92,0.0,0.965,0.975,0.0,0.614,10021.0,420.0
33,0.417,0.384,0.076,2015,0.894,0.095,0.223,0.264,0.921,0.022,0.25,02M418,0.094,2.0,2.0,0.00657895,0.005,659.0,3.37,3.22,1.0,0.182,0.364188164473,0.899,0.42792108655,0.0,76.0,81.0,577.0,0.94,560.0,1704.0,567.0,General Academic,0.89,0.005,0.964,0.973,0.0,0.328,10004.0,390.0
34,0.051,0.037,0.242,2015,0.184,0.167,0.137,0.02,0.224,0.202,0.059,02M419,0.245,2.0,2.0,0.180851064,0.104,355.0,2.23,2.07,0.52,0.685,0.467605620623,0.5,0.878873229027,0.0,,69.0,386.0,0.306,386.0,1158.0,386.0,General Academic,0.83,0.006,0.819,0.967,0.0,0.017,10011.0,395.0
35,0.076,0.224,0.189,2015,0.884,0.06,0.119,0.052,0.516,0.215,0.373,02M420,0.124,2.0,2.0,0.0200445,0.043,1664.0,2.71,2.61,0.9,0.509,0.296875,0.789,1.0,0.0,72.0,78.0,452.0,0.869,445.0,1327.0,430.0,General Academic,0.87,0.004,0.916,0.97,0.0,0.073,10003.0,405.0
36,,0.087,0.219,2015,,,,,,,,02M422,0.362,2.0,2.0,,0.03,564.0,2.56,2.27,,0.415,0.712765932083,,0.414893627167,,66.0,79.0,,,,,,General Academic,0.82,0.011,0.89,0.968,,0.242,10011.0,410.0
37,0.093,0.039,0.279,2015,0.284,0.081,0.115,0.02,0.148,0.15,0.128,02M425,0.203,2.0,2.0,0.092592593,0.067,699.0,2.33,2.18,0.636,0.619,0.426323324442,0.459,0.741058647633,0.0,61.0,71.0,390.0,0.549,396.0,1178.0,392.0,General Academic,0.83,0.043,0.792,0.972,0.0,0.044,10006.0,375.0
38,0.0,0.024,0.048,2015,0.067,0.021,0.021,0.0,0.079,0.24,0.052,02M427,0.033,2.0,2.0,0.238636364,0.784,334.0,1.83,2.07,0.539,0.913,0.494011968374,0.354,0.829341292381,0.0,62.0,66.0,350.0,0.461,334.0,1005.0,321.0,General Academic,0.83,0.003,0.851,0.965,0.0,0.015,10016.0,400.0
39,0.05,0.0,0.368,2015,0.1,0.045,0.045,0.0,0.25,0.18,0.091,02M429,0.474,,,,0.0,19.0,2.19,2.03,0.65,0.632,0.526315808296,0.295,0.947368443012,0.0,,,,0.65,,,,,0.68,0.0,0.828,0.962,0.0,0.0,,
40,0.026,0.064,0.292,2015,0.034,0.051,0.061,0.102,0.085,0.286,0.224,02M437,0.222,2.0,2.0,0.042735,0.087,483.0,2.28,2.23,0.726,0.594,0.666666686535,0.724,0.790890276432,0.0,58.0,67.0,378.0,0.718,407.0,1173.0,388.0,General Academic,0.82,0.004,0.826,0.97,0.0,0.033,10011.0,405.0
41,0.089,0.306,0.142,2015,0.253,0.043,0.054,0.0,0.291,0.097,0.118,02M438,0.048,2.0,2.0,0.166666667,0.864,353.0,1.76,2.17,0.544,0.453,0.560906529427,0.344,0.832861185074,0.0,63.0,56.0,403.0,0.532,330.0,1049.0,316.0,General Academic,0.85,0.0,0.835,0.971,0.0,0.099,10003.0,380.0
42,0.173,0.072,0.096,2015,0.951,0.096,0.211,0.149,0.901,0.204,0.386,02M439,0.113,2.0,2.0,0.0123457,0.027,415.0,2.68,2.78,0.975,0.672,0.325301200151,0.956,0.759036123753,0.0,77.0,95.0,522.0,0.988,479.0,1511.0,510.0,General Academic,0.9,0.0,0.983,0.979,0.0,0.072,10010.0,440.0
43,0.069,0.076,0.274,2015,0.405,0.108,0.171,0.027,0.44,0.146,0.189,02M449,0.218,2.0,2.0,0.095652174,0.078,486.0,2.35,2.21,0.733,0.57,0.460905343294,0.595,0.744855940342,0.0,,74.0,431.0,0.638,409.0,1236.0,396.0,General Academic,0.89,0.012,0.872,0.973,0.0,0.047,10065.0,420.0
44,0.0,0.294,0.166,2015,0.186,0.03,0.045,0.0,0.471,0.338,0.318,02M459,0.041,2.0,2.0,0.0285714,0.767,343.0,1.87,2.26,0.729,0.411,0.504373192787,0.606,1.0,0.0,,66.0,438.0,0.586,358.0,1178.0,382.0,General Academic,0.9,0.006,0.903,0.973,0.0,0.122,10065.0,380.0
45,0.0,0.03,0.333,2015,0.375,0.033,0.033,0.061,0.057,0.126,0.056,02M460,0.343,,,0.305882353,0.172,99.0,2.16,2.04,0.511,0.566,0.555555582047,0.306,0.808080792427,0.0,,54.0,423.0,0.295,423.0,1251.0,405.0,,0.88,0.152,0.727,0.972,0.0,0.071,,
46,0.439,0.734,0.008,2015,0.998,0.271,0.196,0.387,0.989,0.001,0.12,02M475,0.005,2.0,2.0,0.00124688,0.001,3296.0,4.01,4.17,0.989,0.026,0.587682068348,0.983,0.448725730181,0.0,91.0,91.0,754.0,0.974,697.0,2144.0,693.0,General Academic,0.87,0.0,0.965,0.963,0.0,0.204,10282.0,450.0
47,0.256,0.217,0.229,2015,0.462,0.065,0.077,0.071,0.447,0.151,0.368,02M489,0.143,2.0,2.0,0.095477387,0.06,796.0,2.55,2.55,0.739,0.471,0.564070343971,0.8,0.791457295418,0.0,69.0,78.0,469.0,0.668,442.0,1358.0,447.0,General Academic,0.83,0.023,0.887,0.959,0.006,0.072,10006.0,420.0
48,0.0,0.06,0.275,2015,0.14,0.0,0.053,0.0,0.116,0.146,0.088,02M500,0.239,2.0,2.0,0.095238095,0.067,284.0,2.25,2.15,0.791,0.588,0.647887349129,0.333,0.873239457607,0.0,65.0,75.0,375.0,0.628,385.0,1147.0,387.0,General Academic,0.88,0.007,0.864,0.961,0.0,0.049,10016.0,465.0
49,0.009,0.078,0.303,2015,0.681,,,,0.431,,,02M507,0.191,2.0,2.0,0.034188,0.021,472.0,2.49,2.4,0.888,0.538,0.786016941071,,1.0,,68.0,77.0,445.0,0.784,432.0,1292.0,415.0,Career Technical,0.85,0.006,0.896,0.973,,0.057,10019.0,450.0
50,0.214,0.049,0.334,2015,0.929,0.097,0.166,0.217,0.571,0.162,0.194,02M519,0.087,2.0,2.0,0.0,0.002,506.0,3.0,2.66,0.964,0.399,0.175889328122,0.817,0.52964425087,0.0,72.0,83.0,485.0,0.893,498.0,1479.0,496.0,General Academic,0.84,0.0,0.934,0.978,0.0,0.204,10065.0,430.0
51,0.025,0.089,0.461,2015,0.245,0.04,0.045,0.022,0.116,0.184,0.148,02M520,0.203,2.0,2.0,0.135483871,0.107,971.0,2.33,2.18,0.478,0.407,0.513903200626,0.369,0.705458283424,0.0,62.0,68.0,418.0,0.443,415.0,1231.0,398.0,General Academic,0.73,0.067,0.729,0.97,0.0,0.03,10038.0,420.0
52,0.21,0.04,0.213,2015,0.177,0.052,0.11,0.023,0.188,0.254,0.098,02M529,0.186,2.0,2.0,0.103825137,0.059,676.0,2.29,2.16,0.634,0.701,0.452662736177,0.457,0.767751455307,0.0,61.0,71.0,418.0,0.538,422.0,1255.0,415.0,General Academic,0.79,0.024,0.802,0.962,0.0,0.036,10036.0,420.0
53,0.07,0.016,0.374,2015,0.877,0.196,0.059,0.176,0.368,0.178,0.157,02M531,0.126,2.0,2.0,0.0,0.037,246.0,2.71,2.46,1.0,0.504,0.154471546412,0.745,0.796747982502,0.0,72.0,78.0,425.0,0.895,451.0,1334.0,458.0,General Academic,0.9,0.0,0.928,0.978,0.0,0.085,10036.0,435.0
54,,0.16,0.201,2015,,,,,,,,02M533,0.144,2.0,2.0,,0.103,319.0,2.42,2.35,,0.567,0.272727280855,,0.774294674397,,62.0,70.0,,,,,,Career Technical,0.82,0.006,0.907,0.964,,0.047,10003.0,469.0
55,,0.069,0.222,2015,,,,,,,,02M534,0.243,2.0,2.0,,0.021,333.0,2.63,2.42,,0.523,0.42942944169,,0.621621608734,,,77.0,,,,,,General Academic,0.82,0.018,0.909,0.974,,0.168,10011.0,417.0
56,0.025,0.0,0.0,2015,0.885,0.099,0.063,0.007,0.418,0.338,0.239,02M542,0.023,2.0,2.0,0.0,0.531,529.0,2.07,2.31,0.943,1.0,0.493383735418,0.683,1.0,0.0,70.0,72.0,409.0,0.844,360.0,1116.0,347.0,General Academic,0.94,0.0,0.92,0.971,0.0,0.0,10019.0,465.0
57,0.0,0.059,0.308,2015,0.111,0.033,0.231,0.0,0.101,0.17,0.088,02M543,0.265,2.0,2.0,0.131313131,0.054,441.0,2.34,2.16,0.747,0.569,0.340136051178,0.593,1.0,0.0,68.0,76.0,381.0,0.737,396.0,1149.0,372.0,General Academic,0.85,0.048,0.848,0.964,0.0,0.039,10002.0,376.0
58,0.113,0.889,0.031,2015,0.948,0.114,0.239,0.057,0.814,0.115,0.432,02M545,0.019,2.0,2.0,0.0206186,0.236,416.0,2.64,3.41,0.969,0.055,0.46875,0.898,0.858173072338,0.0,83.0,79.0,613.0,0.959,453.0,1529.0,463.0,General Academic,0.9,0.0,0.982,0.993,0.0,0.017,10002.0,455.0
59,,0.11,0.288,2015,,,,,,,,02M546,0.238,,,,0.023,344.0,2.5,2.46,,0.459,0.790697693825,,0.729651153088,,69.0,79.0,,,,,,,,0.0,0.925,0.979,,0.09,10003.0,411.0
60,0.231,0.029,0.237,2015,0.558,0.067,0.101,0.112,0.337,0.124,0.124,02M551,0.219,2.0,2.0,0.0288462,0.027,447.0,2.61,2.37,0.779,0.517,0.628635346889,0.517,0.626398205757,0.0,65.0,75.0,446.0,0.788,453.0,1327.0,428.0,Career Technical,0.79,0.004,0.903,0.967,0.0,0.188,10004.0,465.0
61,0.136,0.062,0.311,2015,0.168,0.069,0.115,0.046,0.272,0.203,0.176,02M580,0.242,2.0,2.0,0.106557377,0.051,566.0,2.3,2.17,0.624,0.588,0.337455838919,0.527,0.848056554794,0.0,62.0,72.0,411.0,0.6,415.0,1235.0,409.0,General Academic,0.79,0.034,0.853,0.963,0.0,0.027,10004.0,410.0
62,0.102,0.05,0.363,2015,0.681,0.072,0.203,0.058,0.416,0.198,0.153,02M600,0.139,2.0,2.0,0.0277778,0.022,1770.0,2.66,2.45,0.909,0.538,0.0694915279746,0.724,0.814124286175,0.0,68.0,80.0,433.0,0.806,442.0,1302.0,427.0,Career Technical,0.84,0.036,0.937,0.953,0.0,0.038,10011.0,465.0
63,0.0,0.082,0.289,2015,0.495,0.037,0.134,0.024,0.268,0.194,0.256,02M615,0.191,2.0,2.0,0.082474227,0.027,439.0,2.41,2.31,0.866,0.574,0.603644669056,0.756,0.874715268612,0.0,66.0,83.0,439.0,0.804,418.0,1257.0,400.0,Career Technical,0.84,0.018,0.884,0.96,0.0,0.032,10013.0,450.0
64,0.006,0.018,0.339,2015,0.045,0.04,0.059,0.02,0.052,0.215,0.102,02M625,0.244,2.0,2.0,0.213333333,0.051,336.0,2.24,2.04,0.455,0.601,0.458333343267,0.373,1.0,0.0,58.0,67.0,405.0,0.312,413.0,1232.0,414.0,Career Technical,0.8,0.065,0.664,0.945,0.0,0.021,,
65,0.057,0.085,0.241,2015,0.72,0.095,0.125,0.077,0.369,0.201,0.106,02M630,0.167,2.0,2.0,0.0320513,0.012,1476.0,2.76,2.55,0.847,0.547,0.412601619959,0.59,0.684281826019,0.0,64.0,74.0,455.0,0.701,475.0,1388.0,458.0,Career Technical,0.85,0.02,0.911,0.965,0.0,0.108,10019.0,450.0
66,0.104,0.043,0.283,2015,0.221,0.116,0.102,0.014,0.26,0.174,0.122,02M655,0.18,2.0,2.0,0.078431373,0.07,697.0,2.38,2.28,0.812,0.622,0.497847914696,0.537,0.725968420506,0.0,62.0,71.0,435.0,0.63,440.0,1300.0,425.0,General Academic,0.77,0.053,0.825,0.962,0.0,0.032,10128.0,420.0
67,0.076,0.019,0.377,2015,0.061,0.053,0.105,0.035,0.076,0.261,0.105,03M283,0.34,,,0.2,0.151,53.0,2.23,2.15,0.545,0.566,0.358490556479,0.386,0.886792480946,0.0,63.0,63.0,362.0,0.5,376.0,1123.0,385.0,,0.84,0.0,0.825,0.966,0.0,0.038,,
68,0.0,0.004,0.385,2015,0.33,0.075,0.086,0.0,0.175,0.263,0.086,03M299,0.226,3.0,3.0,0.072916667,0.128,447.0,2.25,2.12,0.784,0.588,0.487695753574,0.473,0.796420574188,0.0,63.0,73.0,375.0,0.588,389.0,1144.0,380.0,General Academic,0.79,0.04,0.83,0.967,0.0,0.009,10023.0,401.0
69,0.02,0.019,0.364,2015,0.091,0.053,0.105,0.039,0.121,0.221,0.105,03M307,0.206,3.0,3.0,0.145833333,0.095,412.0,2.25,2.13,0.717,0.578,0.463592231274,0.447,0.745145618916,0.0,66.0,68.0,392.0,0.495,419.0,1207.0,396.0,General Academic,0.81,0.002,0.841,0.981,0.0,0.017,10023.0,375.0
70,0.0,0.011,0.232,2015,0.025,0.03,0.164,0.015,0.1,0.194,0.015,03M402,0.263,3.0,3.0,0.128205128,0.161,353.0,2.22,2.13,0.663,0.72,0.575070798397,0.403,0.90368270874,0.0,64.0,67.0,393.0,0.6,371.0,1142.0,378.0,Career Technical,0.76,0.011,0.842,0.968,0.0,0.028,10024.0,420.0
71,0.055,0.024,0.25,2015,0.508,0.032,0.151,0.032,0.461,0.121,0.14,03M403,0.238,3.0,3.0,0.108527132,0.133,496.0,2.28,2.16,0.773,0.663,0.514112889767,0.548,0.850806474686,0.0,64.0,67.0,406.0,0.594,407.0,1226.0,413.0,General Academic,0.8,0.012,0.872,0.965,0.0,0.054,10024.0,420.0
72,0.07,0.018,0.52,2015,0.07,0.063,0.074,0.021,0.07,0.128,0.053,03M415,0.221,3.0,3.0,0.0619469,0.048,445.0,2.28,2.08,0.64,0.442,0.339325845242,0.337,1.0,0.0,57.0,70.0,381.0,0.526,401.0,1174.0,392.0,General Academic,0.82,0.098,0.782,0.968,0.0,0.01,10026.0,465.0
73,0.158,0.088,0.158,2015,0.337,0.11,0.164,0.178,0.465,0.219,0.137,03M417,0.176,3.0,3.0,0.0196078,0.013,387.0,2.89,2.65,0.921,0.401,0.408268719912,0.836,0.49870800972,0.0,69.0,83.0,489.0,0.891,491.0,1480.0,500.0,General Academic,0.86,0.003,0.938,0.97,0.0,0.318,10024.0,380.0
74,0.391,0.089,0.137,2015,0.842,0.181,0.135,0.382,0.912,0.015,0.115,03M479,0.058,3.0,2.0,0.0,0.001,1285.0,3.53,3.26,0.997,0.238,0.353307396173,0.852,0.27003890276,0.0,,87.0,583.0,0.828,586.0,1764.0,595.0,General Academic,0.92,0.0,0.964,0.982,0.0,0.518,10023.0,420.0
75,0.287,0.194,0.113,2015,0.973,0.233,0.178,0.276,0.891,0.051,0.13,03M485,0.023,3.0,3.0,0.00151057,0.0,2635.0,3.58,3.35,0.979,0.194,0.269070208073,0.846,0.300189763308,0.001,77.0,90.0,592.0,0.885,592.0,1781.0,597.0,General Academic,0.81,0.0,0.954,0.965,0.001,0.453,10023.0,480.0
76,0.114,0.024,0.42,2015,0.307,0.086,0.043,0.06,0.202,0.194,0.155,03M492,0.163,3.0,3.0,0.133928571,0.059,510.0,2.43,2.28,0.728,0.527,0.443137258291,0.534,0.89411765337,0.0,61.0,72.0,415.0,0.605,417.0,1234.0,402.0,General Academic,0.78,0.045,0.845,0.966,0.0,0.022,10023.0,405.0
77,0.013,0.039,0.325,2015,0.199,0.036,0.115,0.014,0.146,0.166,0.122,03M494,0.221,3.0,3.0,0.112582781,0.106,594.0,2.25,2.17,0.636,0.593,0.666666686535,0.396,0.904040396214,0.0,61.0,65.0,421.0,0.444,428.0,1255.0,406.0,General Academic,0.73,0.047,0.767,0.937,0.0,0.029,10023.0,405.0
78,0.224,0.259,0.164,2015,1.0,0.093,0.11,0.059,0.897,0.086,0.627,03M541,0.093,3.0,3.0,0.0,0.0,451.0,3.26,3.2,0.991,0.379,0.419068723917,0.915,0.618625283241,0.0,77.0,86.0,581.0,0.972,531.0,1647.0,535.0,General Academic,0.9,0.0,0.976,0.956,0.0,0.131,10023.0,390.0
79,,0.185,0.217,2015,,,,,,,,03M859,0.141,,,,0.011,231.0,3.11,2.95,,0.152,0.480519473553,,0.155844151974,,71.0,,,,,,,,,0.0,0.96,0.979,,0.293,10023.0,390.0
80,0.217,0.022,0.678,2015,0.101,0.034,0.136,0.051,0.116,0.171,0.119,03M860,0.217,3.0,3.0,0.072463768,0.08,411.0,2.14,2.02,0.638,0.263,0.564476907253,0.525,0.703163027763,0.0,61.0,68.0,390.0,0.638,384.0,1147.0,373.0,General Academic,0.81,0.0,0.796,0.98,0.0,0.019,10026.0,420.0
81,,0.013,0.131,2015,,,,,,,,04M372,0.219,4.0,4.0,,0.418,507.0,2.15,2.15,,0.831,0.508875727654,,0.946745574474,,54.0,67.0,,,,,,General Academic,0.84,0.089,0.853,0.969,,0.021,10029.0,420.0
82,0.0,0.042,0.41,2015,0.012,0.011,0.091,0.011,0.036,0.112,0.034,04M409,0.343,4.0,4.0,0.228915663,0.099,283.0,2.12,2.03,0.44,0.502,0.533568918705,0.216,1.0,0.0,59.0,67.0,344.0,0.405,368.0,1079.0,367.0,General Academic,0.83,0.025,0.795,0.963,0.0,0.035,10035.0,405.0
83,0.198,0.192,0.209,2015,0.862,0.125,0.104,0.081,0.804,0.161,0.31,04M435,0.066,4.0,4.0,0.00277008,0.034,1603.0,3.05,3.14,0.95,0.541,0.512164711952,0.786,0.796631336212,0.0,73.0,83.0,556.0,0.876,505.0,1556.0,495.0,General Academic,0.85,0.001,0.934,0.978,0.0,0.042,10029.0,385.0
84,0.198,0.048,0.276,2015,0.615,0.073,0.232,0.061,0.563,0.163,0.207,04M495,0.148,4.0,4.0,0.0104167,0.019,413.0,2.44,2.35,0.969,0.637,0.496368050575,0.683,0.864406764507,0.0,72.0,75.0,429.0,0.896,433.0,1297.0,435.0,General Academic,0.91,0.0,0.918,0.976,0.0,0.017,10029.0,390.0
85,0.031,0.073,0.245,2015,0.771,0.09,0.209,0.052,0.76,0.333,0.381,04M555,0.137,4.0,4.0,0.0104167,0.03,466.0,2.71,2.59,0.979,0.633,0.336909860373,0.896,0.8927038908,0.0,74.0,81.0,483.0,0.979,468.0,1390.0,439.0,General Academic,0.91,0.004,0.943,0.981,0.007,0.039,10029.0,410.0
86,0.155,0.089,0.279,2015,0.549,0.231,0.2,0.231,0.761,0.134,0.169,04M610,0.175,4.0,4.0,0.0,0.009,480.0,2.85,2.8,0.986,0.574,0.0,0.938,0.806249976158,0.0,72.0,87.0,478.0,1.0,465.0,1415.0,472.0,General Academic,0.87,0.0,0.948,0.965,0.0,0.034,10029.0,390.0
87,0.025,0.012,0.323,2015,0.185,0.061,0.012,0.0,0.136,0.227,0.195,04M680,0.292,4.0,4.0,0.172839506,0.059,322.0,2.2,2.06,0.605,0.637,0.456521749496,0.378,0.857142865658,0.0,62.0,67.0,385.0,0.568,380.0,1135.0,370.0,General Academic,0.73,0.0,0.827,0.923,0.0,0.019,10029.0,429.0
88,,0.024,0.439,2015,,,,,,,,05M157,0.274,,,,0.091,164.0,2.22,2.07,,0.494,0.524390220642,,0.829268276691,,62.0,,,,,,,,,0.024,0.891,0.972,,0.012,10035.0,425.0
89,0.155,0.009,0.383,2015,0.194,0.107,0.058,0.039,0.146,0.25,0.039,05M304,0.236,5.0,5.0,0.068627451,0.112,428.0,2.22,2.15,0.689,0.591,0.574766337872,0.456,0.892523348331,0.0,58.0,68.0,416.0,0.369,445.0,1301.0,440.0,General Academic,0.81,0.028,0.868,0.96,0.0,0.007,10030.0,450.0
90,0.224,0.137,0.22,2015,0.929,0.098,0.185,0.217,0.906,0.054,0.261,05M362,0.032,5.0,5.0,0.0,0.0,659.0,3.45,3.0,0.988,0.481,0.508345961571,0.826,0.552352070808,0.0,71.0,92.0,583.0,0.882,561.0,1690.0,546.0,General Academic,0.88,0.0,0.957,0.972,0.0,0.148,10027.0,480.0
91,0.06,0.005,0.465,2015,0.04,0.113,0.042,0.028,0.08,0.056,0.07,05M367,0.276,5.0,5.0,0.0416667,0.189,234.0,2.07,1.96,0.58,0.493,0.538461565971,0.324,0.773504257202,0.0,55.0,62.0,357.0,0.54,349.0,1071.0,365.0,General Academic,0.74,0.065,0.709,0.938,0.0,0.028,10027.0,430.0
